customer_id,first_name,last_name,email,phone,date_of_birth,join_date,customer_segment
CUST-00256,Debra,Haynes,frankkatherine@example.org,915-629-2250x3561,1986-04-26,2023-07-21,Wealth
CUST-00257,Robert,Conley,smcdonald@example.org,001-558-201-4774x1070,1960-03-27,2023-10-29,Corporate
CUST-00258,Rebecca,Roberts,dwayne10@example.com,+1-416-560-9311x45842,1987-01-20,2025-03-07,Corporate
CUST-00259,Kimberly,Miller,mpierce@example.net,001-907-717-8532x43617,1963-01-13,2021-04-26,Wealth
CUST-00260,Morgan,Roberts,thernandez@example.net,7735322455,1983-08-10,2026-01-06,Retail
CUST-00261,Christopher,Mendoza,kenneth64@example.org,674-525-0416x0938,2000-06-09,2023-01-04,Corporate
CUST-00262,Janet,Robinson,morgandaniel@example.net,(412)713-4847,1990-06-11,2024-03-24,Corporate
CUST-00263,Caleb,White,lisarodriguez@example.org,(919)637-9664,1965-01-30,2021-09-04,Retail
CUST-00264,Mark,Burnett,jessica01@example.net,245.344.1254,1992-01-08,2022-05-27,Retail
CUST-00265,Joshua,Brown,charlene14@example.net,570.777.2581,1953-10-05,2021-05-24,Wealth
CUST-00266,Timothy,Mills,xcollins@example.org,216-511-0302,1957-07-17,2022-07-11,Wealth
CUST-00267,Joseph,King,johngraves@example.org,287-924-2719x5189,1958-07-09,2026-02-15,Corporate
CUST-00268,Wendy,Clayton,breanna44@example.com,656-973-9519,1978-12-07,2024-10-09,Wealth
CUST-00269,Claudia,Mcbride,jonathan15@example.org,952.772.0325x4769,1945-07-04,2024-07-02,Wealth
CUST-00270,Thomas,Rosales,tgarcia@example.com,(993)488-4559x789,1938-07-16,2025-04-01,Corporate
CUST-00271,William,Le,amyosborne@example.org,585.516.6883,1972-12-15,2025-03-23,Corporate
CUST-00272,Jeremy,Lee,randolphmartha@example.net,+1-465-239-8180x8269,1989-06-17,2024-01-28,Wealth
CUST-00273,Renee,Pittman,nataliereid@example.com,(208)305-4457x56485,2002-07-18,2021-09-10,Wealth
CUST-00274,Sandra,Richardson,kathleenporter@example.com,(984)504-8782,1994-01-28,2021-12-04,Retail
CUST-00275,Stephen,Solis,robert90@example.net,+1-562-335-7802,2001-04-09,2024-08-22,Retail
CUST-00276,David,Smith,williebowman@example.org,001-452-629-4926,1954-08-01,2024-09-14,Retail
CUST-00277,Paul,Gardner,andrewmorgan@example.com,(348)528-0241x4227,1953-02-12,2026-01-18,Corporate
CUST-00278,Adrienne,Anderson,zlin@example.org,(660)677-4146x31108,1959-04-14,2021-10-05,Retail
CUST-00279,Susan,Mathis,herringjohn@example.com,(888)965-6472x5992,1950-12-08,2022-11-14,Corporate
CUST-00280,Elizabeth,Roberts,michael71@example.net,910-436-7050x44757,1997-11-11,2024-01-31,Wealth
CUST-00281,David,Rivera,whughes@example.net,2948642118,1962-10-19,2022-02-10,Wealth
CUST-00282,Jacqueline,Wilson,youngtiffany@example.com,+1-836-397-4863,1973-09-20,2024-01-07,Corporate
CUST-00283,Ruben,Martin,shuang@example.com,747-537-7785x95606,2008-03-10,2023-04-06,Retail
CUST-00284,April,Russell,randallbrown@example.com,(665)714-3923,1945-01-08,2025-09-22,Retail
CUST-00285,Judith,Gray,fishernicole@example.net,850-694-6827x24556,1968-01-09,2022-01-02,Corporate
CUST-00286,Kristi,Medina,arobinson@example.org,623.763.3849,2001-09-13,2022-03-23,Retail
CUST-00287,Lindsay,Ball,michaelowens@example.com,(535)564-9051,1993-06-17,2023-10-15,Wealth
CUST-00288,Steven,Carlson,andrew94@example.org,001-902-610-8623x76680,1993-12-31,2024-12-10,Retail
CUST-00289,Melissa,Cole,ryanvelez@example.org,3753287725,1971-03-23,2023-05-13,Retail
CUST-00290,Curtis,Phillips,pennymiller@example.net,001-838-328-9639x5928,1982-05-10,2026-04-03,Retail
CUST-00291,Melinda,Jackson,jessicagarrett@example.com,(361)642-8494x13710,1937-12-15,2024-09-03,Wealth
CUST-00292,Emily,Schmidt,chelseabaker@example.net,646.569.5644,1937-06-22,2023-07-18,Retail
CUST-00293,Barbara,Gutierrez,evelyn12@example.com,+1-235-468-4743x01262,1947-03-01,2022-09-24,Corporate
CUST-00294,James,Mcmillan,kimberly02@example.com,001-480-457-2356x427,1938-07-12,2021-12-24,Retail
CUST-00295,Cheryl,Stewart,hmccarthy@example.com,+1-740-742-3421x5929,1996-04-10,2025-05-31,Corporate
CUST-00296,Rhonda,Hughes,bobby50@example.com,+1-679-843-3125,1943-09-03,2023-02-23,Retail
CUST-00297,Dylan,Edwards,orichardson@example.net,+1-468-928-8447x0518,1972-09-25,2024-06-24,Wealth
CUST-00298,John,Evans,qortega@example.net,+1-629-522-3595x41437,1950-06-11,2025-04-29,Corporate
CUST-00299,Joshua,Thomas,lisavargas@example.net,+1-498-455-7804x929,1958-01-12,2023-08-04,Wealth
CUST-00300,Aaron,Herman,antonio25@example.com,358-780-6967x190,1975-06-26,2022-08-29,Wealth
CUST-00301,Makayla,Holmes,smithandrea@example.org,384.249.0638,1960-07-07,2024-07-28,Retail
CUST-00302,Jacob,Pena,sandy74@example.net,6829186363,1940-01-06,2021-07-02,Retail
CUST-00303,Dawn,Williams,jeffrey98@example.org,784.787.0917,1996-03-03,2022-05-23,Corporate
CUST-00304,Michael,Carter,sallywright@example.com,766-340-6612x776,1960-12-03,2024-09-03,Corporate
CUST-00305,Robert,Montes,shawnpeterson@example.org,(538)867-1343x25422,1957-04-06,2022-07-09,Corporate
CUST-00306,Zachary,Hunt,jwright@example.org,913-214-1838,1964-02-28,2022-01-20,Wealth
CUST-00307,Nancy,Mcdonald,sergiomartin@example.org,(986)478-0211,1939-11-28,2023-03-10,Wealth
CUST-00308,Autumn,Horton,zpearson@example.net,530-495-1747x4472,2007-06-30,2022-02-08,Retail
CUST-00309,Brandon,Miles,dmiller@example.net,5616465959,1963-05-18,2023-11-16,Corporate
CUST-00310,Megan,Mccoy,yhernandez@example.org,568.682.8111,1978-03-07,2024-03-13,Corporate
CUST-00311,Cathy,Wagner,olsonchristy@example.org,001-422-888-7928,1941-02-09,2025-04-12,Corporate
CUST-00312,Garrett,Thomas,melissaparrish@example.org,380-426-9270,1947-09-28,2024-10-01,Corporate
CUST-00313,Joseph,Browning,pamela95@example.net,598-464-5345x4107,1948-09-04,2022-12-20,Wealth
CUST-00314,Stephanie,Miller,tyler54@example.net,001-873-718-9777x03070,2003-04-18,2023-03-08,Wealth
CUST-00315,Patricia,Brown,crawfordphillip@example.net,(577)467-0363,1955-11-30,2022-04-03,Corporate
CUST-00316,April,Smith,rguzman@example.org,869.897.4494,1968-03-29,2024-05-15,Wealth
CUST-00317,Colton,Gardner,ortizbradley@example.net,876-977-8372,1978-10-10,2023-07-26,Corporate
CUST-00318,Vicki,Curry,patrickrichards@example.net,981.830.3920x85157,2004-05-26,2021-06-10,Corporate
CUST-00319,Tracy,Pope,joseward@example.org,5754122384,1946-03-20,2025-07-13,Retail
CUST-00320,Andrew,Hogan,andrea53@example.org,+1-864-909-9912x86830,1939-04-23,2024-01-25,Retail
CUST-00321,John,Atkinson,uestrada@example.com,(803)863-7351,1973-05-24,2024-04-04,Retail
CUST-00322,Tina,Hanson,jeffrey61@example.net,998-487-9066,1956-10-29,2023-04-16,Wealth
CUST-00323,John,Hardy,gloria16@example.com,+1-828-950-3350x2416,1938-07-25,2024-11-18,Retail
CUST-00324,Brenda,Carter,ddunlap@example.com,001-594-359-1008x913,1951-12-18,2021-11-04,Wealth
CUST-00325,Emily,Sharp,scottlopez@example.org,429-691-8117x415,2004-12-09,2022-10-29,Wealth
CUST-00326,Kayla,Bauer,vincentdiana@example.net,+1-959-618-5358,1995-09-26,2023-07-14,Wealth
CUST-00327,Eric,Merritt,jeremymoore@example.org,777-284-1236x5207,1976-04-21,2025-08-11,Retail
CUST-00328,Michael,Valdez,allentammy@example.org,001-821-543-6462x726,1969-02-25,2023-03-12,Corporate
CUST-00329,Scott,Doyle,brettvance@example.net,+1-735-467-4146x637,1968-06-07,2023-11-05,Retail
CUST-00330,Brenda,Lewis,hernandezmichael@example.com,874-939-6496x80406,1949-06-12,2025-12-15,Retail
CUST-00331,Sarah,Franklin,nicholas98@example.org,400.533.2179x589,1969-06-16,2023-08-04,Retail
CUST-00332,Leroy,Martin,fosterjonathan@example.net,231-959-6653,1967-05-29,2024-11-16,Corporate
CUST-00333,Michael,Braun,david38@example.org,001-589-690-1560x11625,1991-07-15,2022-07-19,Wealth
CUST-00334,Tom,Olson,whitemaria@example.org,+1-589-235-3252,1948-09-09,2023-11-23,Corporate
CUST-00335,Timothy,Martinez,wmartinez@example.net,(986)407-5111,1996-03-03,2025-05-05,Corporate
CUST-00336,Anthony,Williams,astewart@example.net,+1-258-854-4548x96652,1936-06-15,2023-08-16,Retail
CUST-00337,Amanda,Brady,edwardscott@example.com,608.332.4088x2173,2005-06-26,2024-11-13,Wealth
CUST-00338,Jasmine,Lawson,lauren51@example.com,001-694-623-3736x6441,1979-06-04,2025-09-05,Retail
CUST-00339,Maria,Mason,cervantesdavid@example.com,001-443-611-4100x56287,1990-02-09,2026-03-24,Corporate
CUST-00340,Rachel,Sharp,brittneyburton@example.net,936.408.9235,1937-05-30,2025-06-04,Wealth
CUST-00341,Carl,Brown,dustinrhodes@example.org,3223306811,1985-08-07,2025-08-13,Wealth
CUST-00342,Robert,Cox,seanduncan@example.org,849.666.0854,1967-05-20,2022-03-04,Retail
CUST-00343,Michelle,Lawson,birddaniel@example.com,+1-886-990-5392,2000-08-31,2021-04-17,Corporate
CUST-00344,Jasmine,Monroe,sharonjenkins@example.org,+1-391-974-2273x59997,1962-08-05,2022-04-20,Corporate
CUST-00345,Pam,Hall,katherine28@example.org,+1-822-786-4683,1992-04-21,2022-10-25,Wealth
CUST-00346,Laura,Duncan,lisa28@example.com,(546)530-9739,1969-07-22,2024-05-11,Retail
CUST-00347,Timothy,Smith,david65@example.net,830-895-3401x00094,1953-07-14,2023-05-08,Retail
CUST-00348,Alice,Smith,munozmichael@example.net,695-816-1689x6652,1988-07-10,2025-06-30,Retail
CUST-00349,David,Wiggins,natasha48@example.net,687.825.9119,1968-05-19,2025-07-09,Wealth
CUST-00350,Mitchell,Obrien,rosejohnson@example.org,234-661-5677x4576,1948-06-24,2025-02-26,Wealth
CUST-00351,Mariah,Gordon,parkermatthew@example.com,001-512-761-9492x45785,1939-01-29,2022-01-04,Retail
CUST-00352,Tiffany,Perkins,fernandezamy@example.org,(942)285-4382x402,1972-06-03,2023-11-29,Retail
CUST-00353,Lisa,Davis,btorres@example.org,+1-313-405-9269x7264,1990-03-19,2022-10-18,Retail
CUST-00354,Daniel,Sutton,emily09@example.net,001-490-810-7606x3359,1953-07-09,2025-04-10,Wealth
CUST-00355,Troy,Jackson,david54@example.com,(982)797-2003,1978-07-29,2022-11-07,Retail
CUST-00356,Mark,Fitzpatrick,gregory01@example.net,522-322-8722x9580,1966-07-07,2022-03-05,Wealth
CUST-00357,Rebecca,Allen,james66@example.net,8669272899,1996-06-30,2023-07-04,Retail
CUST-00358,Kristina,Mosley,cindy88@example.org,+1-647-890-7893x76874,1986-08-23,2022-06-29,Retail
CUST-00359,Brian,Morgan,farleydouglas@example.com,(743)312-1502,1991-06-04,2023-11-20,Retail
CUST-00360,John,Long,heather09@example.net,(376)577-8850,1986-12-04,2025-01-18,Corporate
CUST-00361,Richard,Johnston,nelsonkevin@example.com,(759)676-2469x667,1940-05-30,2022-10-20,Wealth
CUST-00362,Mark,Hale,smithchad@example.com,001-607-483-1106x9672,1996-03-26,2022-03-18,Wealth
CUST-00363,Christopher,Oneal,kevin43@example.org,449.882.4768x354,1963-04-16,2021-08-03,Corporate
CUST-00364,Roberto,Randall,ygomez@example.com,(525)669-4248x5620,2000-03-26,2022-01-01,Wealth
CUST-00365,Lindsay,Nichols,tracycook@example.com,(431)951-5388x23856,1944-02-26,2023-04-28,Corporate
CUST-00366,Heather,Henry,ahancock@example.net,+1-410-439-6185,1968-09-27,2021-06-23,Wealth
CUST-00367,Courtney,Lawrence,carlos07@example.net,(532)327-4081x2359,1949-04-21,2026-03-27,Corporate
CUST-00368,Kevin,Ruiz,barrettshawn@example.com,(501)498-6685,2002-03-15,2021-09-06,Retail
CUST-00369,Christopher,Stanley,fowlermichael@example.org,262-864-2622,1960-09-23,2023-11-21,Corporate
CUST-00370,Donald,Case,jennifer97@example.org,001-532-348-0251x340,1999-03-07,2024-01-12,Corporate
CUST-00371,Casey,Benson,gentryangela@example.com,(887)857-3512x130,1941-06-04,2022-10-16,Corporate
CUST-00372,Philip,Solis,wrightjessica@example.net,625-756-4802x93232,1968-08-11,2023-09-11,Retail
CUST-00373,Jessica,Harris,dhall@example.com,4093250523,1984-04-02,2021-07-31,Corporate
CUST-00374,Tammy,Evans,zelliott@example.com,+1-682-934-8532x45626,1955-05-23,2022-04-01,Retail
CUST-00375,Carmen,Anderson,edgar08@example.com,+1-258-391-4898x0081,2001-04-17,2021-12-22,Corporate
CUST-00376,Jonathan,Ramsey,ryang@example.net,+1-346-878-4164x2154,1958-03-25,2022-11-19,Retail
CUST-00377,Jennifer,Kirby,justinnorman@example.org,479-426-1256,1944-08-13,2024-07-18,Corporate
CUST-00378,Keith,Crosby,ogarcia@example.org,704.817.0119x36709,1961-05-10,2024-01-12,Corporate
CUST-00379,Julie,Rodriguez,stevenschmidt@example.com,001-304-292-2714x95134,1951-07-31,2025-08-23,Retail
CUST-00380,Erin,Bryant,john16@example.org,001-364-975-4843x992,1938-03-12,2025-01-15,Retail
CUST-00381,Doris,French,aclark@example.com,(853)828-8704,1984-06-20,2024-06-30,Corporate
CUST-00382,James,Lambert,michaelgibbs@example.com,9086583293,1977-01-01,2024-12-02,Wealth
CUST-00383,Cheryl,Moore,michelleshort@example.com,(851)378-4560x857,1981-12-02,2022-02-12,Retail
CUST-00384,William,Anderson,bridgesstephanie@example.com,547.557.3276,2005-05-06,2021-08-20,Wealth
CUST-00385,Justin,Williams,moraleswilliam@example.org,001-845-885-5361,2003-08-04,2024-04-26,Retail
CUST-00386,Jennifer,Medina,paynemicheal@example.net,001-211-222-9090x3958,1988-06-18,2021-10-04,Corporate
CUST-00387,Michael,Booth,robertburns@example.org,001-562-918-0217x3367,1943-02-19,2025-09-26,Corporate
CUST-00388,Michael,Johnson,thomas20@example.net,329-490-2781x83344,1976-01-31,2023-10-27,Wealth
CUST-00389,Rebecca,Henry,christopher86@example.com,001-519-331-5857,1945-06-30,2022-06-23,Wealth
CUST-00390,Elizabeth,Lawrence,blacklaura@example.net,(392)660-5234,1985-04-29,2024-02-13,Retail
CUST-00391,Karen,Martinez,martinarellano@example.org,+1-484-384-8864x74599,1963-11-20,2025-08-24,Corporate
CUST-00392,Anthony,Brown,reynoldsmichael@example.org,001-763-906-5163x939,1992-02-15,2024-11-18,Wealth
CUST-00393,Daisy,Baxter,dalton12@example.org,239-382-3916x6705,1965-08-30,2022-12-13,Retail
CUST-00394,Louis,Edwards,kmurphy@example.org,(592)487-8754,1980-05-24,2024-02-02,Retail
CUST-00395,Donna,Morales,phudson@example.net,671-532-5989,1948-02-23,2024-02-03,Wealth
CUST-00396,Michael,Church,phayes@example.com,(858)563-6785x41177,1948-06-17,2023-05-15,Retail
CUST-00397,Lisa,Anderson,chavezjessica@example.net,(376)625-4648x29363,1999-04-11,2021-06-23,Retail
CUST-00398,Thomas,Elliott,kellyflores@example.org,429-474-6929x818,1992-06-10,2026-02-03,Retail
CUST-00399,Madeline,Garcia,dthompson@example.net,001-984-261-8745x4163,1955-10-27,2022-09-02,Wealth
CUST-00400,Christine,Mcclure,maldonadokelly@example.net,309-407-0001x636,1990-07-25,2023-02-02,Retail
CUST-00401,Blake,Wood,pearsonclaudia@example.com,(437)418-9443,1945-09-22,2022-12-08,Wealth
CUST-00402,Jeffrey,Johnson,andrew89@example.org,+1-566-389-4453x7288,1938-12-29,2025-07-12,Retail
CUST-00403,Crystal,Adams,uharris@example.net,+1-384-363-7944x62090,1993-08-28,2022-06-21,Corporate
CUST-00404,Monique,Nelson,xarmstrong@example.org,(661)847-2295,1970-12-03,2024-07-22,Retail
CUST-00405,Juan,Nielsen,roseangela@example.org,+1-538-433-3294x75663,1957-05-08,2024-02-10,Corporate
CUST-00406,Julia,Castro,chavezsarah@example.org,(388)493-6850,1980-09-01,2026-01-30,Wealth
CUST-00407,Timothy,Jarvis,lclark@example.org,828.376.1823x302,1975-10-26,2024-11-24,Wealth
CUST-00408,James,Johnson,anne66@example.net,5943007223,1956-09-20,2023-07-16,Wealth
CUST-00409,Debbie,Smith,danielmartin@example.com,569.447.5014,1955-04-18,2024-01-23,Retail
CUST-00410,Tyler,Meza,msanders@example.org,(851)914-8466,1948-04-26,2025-11-23,Wealth
CUST-00411,Ashley,Khan,dgreen@example.net,+1-670-401-0184x9744,1952-03-16,2026-01-05,Corporate
CUST-00412,Eric,Miller,revans@example.net,503.462.0273x2338,1981-10-01,2022-03-06,Retail
CUST-00413,Julie,Carter,amanda68@example.com,(325)208-2031,1992-12-11,2025-06-23,Retail
CUST-00414,Douglas,Mcintosh,xmatthews@example.com,001-927-670-9633x634,1958-01-27,2023-01-30,Corporate
CUST-00415,Roy,Henry,dominiquebrown@example.com,914.520.1111,1990-12-09,2024-04-12,Corporate
CUST-00416,David,Tyler,ericaodom@example.com,(510)934-9686,1944-02-09,2024-04-02,Retail
CUST-00417,Jessica,Coleman,rhaney@example.com,574.739.5021x902,1944-05-29,2023-03-15,Retail
CUST-00418,Douglas,Ryan,hbennett@example.org,(398)609-2807x32312,1938-07-31,2025-01-07,Wealth
CUST-00419,Jodi,Gregory,nicoleswanson@example.com,+1-384-815-9849x2437,1961-01-30,2024-01-05,Corporate
CUST-00420,Adam,Baker,udavis@example.net,255.550.9316x68901,1964-10-30,2025-04-09,Corporate
CUST-00421,Eric,Rivera,fsullivan@example.org,272.202.2795x8645,1944-06-23,2024-06-20,Retail
CUST-00422,Shawn,Schultz,desiree51@example.com,941-415-0854x22685,1993-10-27,2025-09-02,Corporate
CUST-00423,Derrick,Santos,jose06@example.com,+1-964-874-7879,1992-04-25,2022-12-21,Retail
CUST-00424,Russell,Caldwell,lewisjanet@example.com,+1-879-582-6151x3405,1943-07-08,2022-01-10,Corporate
CUST-00425,Melinda,Martinez,angelamonroe@example.com,(242)565-9060,1990-06-02,2025-02-08,Retail
CUST-00426,David,Miller,williamdavidson@example.org,001-558-500-2301x17956,1972-12-09,2023-01-19,Wealth
CUST-00427,Anthony,Patrick,phillipsraymond@example.com,001-937-953-8111x148,1971-06-21,2024-02-09,Corporate
CUST-00428,Richard,Perez,hortonheather@example.net,(605)598-1591x8185,1959-08-15,2025-11-26,Wealth
CUST-00429,Jamie,Boyle,millerfrank@example.org,(659)385-8497x2360,1971-11-08,2023-04-24,Corporate
CUST-00430,Jorge,Crawford,mccarthyjanet@example.org,366-434-4587x4578,2003-10-03,2022-12-31,Retail
CUST-00431,Michelle,Hess,katherineruiz@example.org,001-216-303-5691,1950-04-12,2022-11-05,Retail
CUST-00432,Raven,Mitchell,christiewalsh@example.com,856-446-8186x84897,1942-07-05,2022-10-27,Corporate
CUST-00433,Thomas,Cochran,wjackson@example.net,001-500-595-0315x044,1975-10-12,2023-08-18,Corporate
CUST-00434,Jacob,Hammond,norma15@example.org,302.803.1617x566,1938-06-28,2021-05-03,Wealth
CUST-00435,Megan,Price,sjones@example.com,(663)350-5984x7027,1996-05-17,2025-01-07,Wealth
CUST-00436,Judith,Raymond,brooksgina@example.com,(424)373-8644,2001-01-26,2023-07-31,Corporate
CUST-00437,William,Phillips,qlambert@example.net,298.404.4059x724,2004-11-13,2024-12-25,Wealth
CUST-00438,Marvin,Riggs,carly45@example.net,+1-555-615-7442x973,1959-01-20,2021-04-27,Retail
CUST-00439,John,Trevino,ian14@example.net,(507)445-9912,1951-05-25,2023-04-28,Wealth
CUST-00440,Richard,Day,adrian34@example.net,444-869-6061,1965-12-21,2025-06-09,Corporate
CUST-00441,Antonio,Sparks,miguelnixon@example.org,6208757926,1952-09-27,2021-07-24,Wealth
CUST-00442,Crystal,Bennett,zgarcia@example.com,001-280-621-3384x4910,2000-03-17,2025-08-10,Wealth
CUST-00443,Samantha,Lynn,whiterobert@example.net,001-633-802-3598x503,1968-01-15,2024-02-14,Corporate
CUST-00444,Steven,Allen,anthonywilliams@example.org,457-490-3388x580,1974-08-28,2024-01-04,Wealth
CUST-00445,Lauren,Cross,cooknancy@example.com,927.371.2445x325,1963-10-13,2022-04-03,Wealth
CUST-00446,Randy,Thompson,howardjacqueline@example.org,(953)305-6230x0516,1997-01-31,2025-11-16,Corporate
CUST-00447,Timothy,Williams,raven60@example.net,+1-989-318-4480x72745,1987-06-06,2023-12-31,Corporate
CUST-00448,Danny,Williams,frankrichards@example.net,+1-237-366-6359x98104,1948-08-05,2024-07-13,Corporate
CUST-00449,Michael,Anderson,ashleynancy@example.net,+1-478-543-5584x77739,2001-06-28,2024-01-24,Corporate
CUST-00450,John,Collins,troymartinez@example.com,+1-706-636-1433x94595,1960-11-30,2024-01-02,Wealth
CUST-00451,James,Alvarado,escobarraymond@example.net,973.757.9732x05709,1952-03-26,2025-09-03,Wealth
CUST-00452,Katherine,Torres,loripeterson@example.org,001-319-513-8044,2003-08-08,2024-12-22,Retail
CUST-00453,Andrea,West,jillphillips@example.org,560.250.4117x81426,2003-05-03,2022-01-12,Wealth
CUST-00454,Amanda,Morgan,trichardson@example.org,9084037662,1954-01-15,2021-09-09,Corporate
CUST-00455,Kari,Nash,gsanders@example.com,001-819-530-5720,1950-01-31,2025-07-27,Wealth
CUST-00456,Erin,Daniel,yolandatran@example.org,(769)463-5295x6324,1978-01-20,2021-11-10,Retail
CUST-00457,Justin,Zuniga,christopher96@example.net,+1-281-959-3991x63547,1945-06-04,2021-09-12,Wealth
CUST-00458,Lisa,Hamilton,coxmichael@example.org,(297)539-9712,1961-11-10,2026-01-26,Wealth
CUST-00459,Paul,Patterson,jessebeard@example.net,398-910-3651,1997-08-12,2023-03-21,Wealth
CUST-00460,Sherri,Brewer,williambanks@example.com,(482)528-4074,1977-12-16,2023-06-20,Wealth
CUST-00461,Gina,Chen,juliewood@example.org,(894)246-7848,1965-03-04,2022-11-30,Wealth
CUST-00462,Yvonne,Daniels,garrett14@example.net,273.583.1268x806,1995-09-22,2023-09-09,Corporate
CUST-00463,Kevin,Morgan,shelly43@example.org,001-891-393-5465,1953-01-19,2024-03-21,Retail
CUST-00464,Jose,Adams,smithheidi@example.org,001-505-714-3725x625,1980-11-26,2025-03-08,Wealth
CUST-00465,Daniel,Rowland,amandanelson@example.com,(659)306-6227x229,1992-12-09,2024-05-15,Corporate
CUST-00466,Alicia,Garcia,jacqueline02@example.com,(580)734-4210x3869,1981-11-21,2023-05-20,Corporate
CUST-00467,Matthew,Hebert,james33@example.net,001-506-373-6762x65438,1990-10-16,2022-04-12,Wealth
CUST-00468,Laurie,Roberts,mcdonaldbrittany@example.org,(504)461-9199,1964-09-02,2024-05-11,Retail
CUST-00469,Sarah,Orr,richardgregory@example.org,278-846-0437x9526,1967-08-17,2023-04-07,Wealth
CUST-00470,Ricardo,Hall,allenjessica@example.net,210-962-3863x946,1985-05-11,2021-10-29,Corporate
CUST-00471,Megan,Brady,hbaker@example.org,(903)641-9568x63234,1946-06-06,2021-05-27,Retail
CUST-00472,Joseph,Beard,christianmegan@example.com,275-728-3418x53733,1966-07-10,2025-10-20,Corporate
CUST-00473,Bradley,Hill,ashley75@example.com,001-302-836-9704x2567,1960-08-21,2023-10-29,Corporate
CUST-00474,Carrie,Thompson,aaguilar@example.net,+1-528-705-6082x439,1965-11-18,2022-09-28,Retail
CUST-00475,Antonio,Watkins,sara43@example.com,331.502.0657,1988-02-01,2025-04-09,Corporate
CUST-00476,Andrew,Nguyen,sanchezelizabeth@example.com,385-989-0223,1939-02-02,2023-06-27,Retail
CUST-00477,Shelia,Hall,uhernandez@example.org,771-718-8490,1975-11-18,2025-09-27,Retail
CUST-00478,Jon,Wood,ujohnson@example.net,001-951-434-7993x0809,1971-06-14,2025-06-05,Corporate
CUST-00479,Jennifer,Hall,petersoncrystal@example.net,288-393-1485x1760,1986-09-13,2023-04-05,Corporate
CUST-00480,Angela,Zuniga,carolyn50@example.net,+1-843-714-0213,1969-07-13,2024-08-31,Retail
CUST-00481,Mark,Perry,alexanderthomas@example.com,(429)697-4732,1978-04-24,2023-06-23,Retail
CUST-00482,James,Roberts,hclark@example.net,(369)429-3250,1950-06-04,2023-04-24,Retail
CUST-00483,Alexander,Reese,boydpaul@example.net,459.705.9532x5156,1966-04-24,2024-12-28,Wealth
CUST-00484,Jessica,Rodriguez,devinmendez@example.org,281-538-5599,1955-04-24,2025-05-08,Retail
CUST-00485,Joshua,Smith,tammy62@example.org,+1-296-753-4334,2005-11-07,2024-07-28,Corporate
CUST-00486,Joseph,Martin,andersonjeanette@example.org,(295)949-4334,2001-04-07,2026-01-07,Corporate
CUST-00487,Darlene,Norris,paulawade@example.net,+1-646-640-1046,1976-05-02,2026-01-01,Wealth
CUST-00488,Christie,Pratt,david47@example.net,932-729-2911,2005-12-03,2023-06-05,Wealth
CUST-00489,Amy,James,stevensimpson@example.org,(502)392-8162x77556,1937-09-09,2023-02-28,Wealth
CUST-00490,Allison,Harris,kennethwood@example.net,+1-269-827-9238x3655,2007-01-06,2024-07-21,Corporate
CUST-00491,Christian,Carrillo,johnstonstephanie@example.net,453-593-7989x83311,1976-01-19,2023-10-26,Corporate
CUST-00492,Blake,Rodriguez,dale69@example.org,001-695-755-8634,1969-08-26,2022-02-27,Retail
CUST-00493,Lawrence,Miller,hunterpierce@example.org,220-922-1050x715,1943-05-15,2022-04-09,Wealth
CUST-00494,Gabrielle,Jones,grayrachel@example.org,+1-465-371-5463,1994-11-27,2023-05-14,Wealth
CUST-00495,Jennifer,Willis,paul82@example.net,(769)902-9414,1984-01-09,2022-10-10,Retail
CUST-00496,Stacy,Potter,msilva@example.com,(465)777-3466x50936,1970-12-23,2025-02-16,Corporate
CUST-00497,Pamela,Murray,whitney37@example.net,(896)726-3628x15935,1973-02-22,2025-07-15,Wealth
CUST-00498,Michael,Kirby,larrymitchell@example.net,692-352-9704x758,1981-12-19,2025-08-31,Retail
CUST-00499,Rhonda,Howe,kbaker@example.net,001-427-541-5303,1978-05-14,2021-12-29,Wealth
CUST-00500,Michelle,Potter,jefferyewing@example.net,(777)468-8340x2661,2002-04-25,2022-05-12,Retail
CUST-00501,Christopher,Cruz,curtisconley@example.org,237.740.1755x4559,1936-06-12,2021-06-26,Wealth
CUST-00502,Joshua,Acosta,zmiller@example.com,411.351.1870,1960-01-31,2021-04-08,Wealth
CUST-00503,Melissa,Edwards,ryanharris@example.org,6167061333,1939-11-19,2024-05-20,Wealth
CUST-00504,Taylor,Lawrence,jennifermoreno@example.org,590.241.3422x8671,1938-07-14,2024-11-10,Wealth
CUST-00505,Christine,Moses,longalicia@example.org,001-669-446-6145x90580,1935-05-21,2024-07-15,Retail
CUST-00506,Deborah,Campbell,thorntonsteven@example.com,001-234-510-1643x268,1951-02-09,2025-04-30,Corporate
CUST-00507,Amber,Hernandez,carl36@example.net,786-276-9943x54098,2004-07-29,2025-06-29,Retail
CUST-00508,Paul,Carter,todd75@example.com,+1-734-729-1971x84356,1941-05-14,2023-10-19,Wealth
CUST-00509,Danielle,Nelson,brady96@example.com,001-497-459-9327x18563,1941-07-16,2024-06-08,Corporate
CUST-00510,Jamie,Ryan,tylercarter@example.com,457.310.0926x74738,1956-06-23,2022-04-01,Wealth
CUST-00511,Matthew,Anderson,gregoryrodriguez@example.net,(324)985-5075x985,1945-05-06,2022-08-27,Wealth
